"Taxon Name", "Volume", "Match", "Number of Matches", "Match Number", "Matches", "Scientific Name Authorship", "Canonical Name", "Taxon Rank", "Name According To", "Taxonic Status", "Higher Classification"
"Carex scirpoidea", "Volume 23", "yes", "1", "1", "Carex scirpoidea Michaux", "Michaux", "Carex scirpoidea", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Scirpinae"
"Carex scirpoidea subsp. convoluta", "Volume 23", "yes", "1", "1", "Carex scirpoidea subsp. convoluta (Kükenthal) D.A. Dunlop", "(Kükenthal) D.A. Dunlop", "Carex scirpoidea subsp. convoluta", "subspecies", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Scirpinae;Carex scirpoidea"
"Carex scirpoidea subsp. scirpoidea", "Volume 23", "yes", "1", "1", "Carex scirpoidea Michaux subsp. scirpoidea", "Michaux", "Carex scirpoidea subsp. scirpoidea", "subspecies", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Scirpinae;Carex scirpoidea"
"Carex scoparia", "Volume 23", "yes", "1", "1", "Carex scoparia Schkuhr ex Willdenow", "Schkuhr ex Willdenow", "Carex scoparia", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ovales"
"Carex scoparia var. scoparia", "Volume 23", "yes", "1", "1", "Carex scoparia Schkuhr ex Willdenow", "Schkuhr ex Willdenow", "Carex scoparia var. scoparia", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "synonym", "NULL"
"Carex seorsa", "Volume 23", "yes", "1", "1", "Carex seorsa Howe", "Howe", "Carex seorsa", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Stellulatae"
"Carex shortiana", "Volume 23", "yes", "1", "1", "Carex shortiana Dewey", "Dewey", "Carex shortiana", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Shortianae"
"Carex siccata", "Volume 23", "yes", "1", "1", "Carex siccata Dewey", "Dewey", "Carex siccata", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ammoglochin"
"Carex sparganioides", "Volume 23", "yes", "1", "1", "Carex sparganioides Muhlenberg ex Willdenow", "Muhlenberg ex Willdenow", "Carex sparganioides", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Phaestoglochin"
"Carex spicata", "Volume 23", "yes", "1", "1", "Carex spicata Hudson", "Hudson", "Carex spicata", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Phaestoglochin"
"Carex sprengelii", "Volume 23", "yes", "1", "1", "Carex sprengelii Dewey ex Sprengel", "Dewey ex Sprengel", "Carex sprengelii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Hymenochlaenae"
"Carex squarrosa", "Volume 23", "yes", "1", "1", "Carex squarrosa Linnaeus", "Linnaeus", "Carex squarrosa", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Squarrosae"
"Carex sterilis", "Volume 23", "yes", "1", "1", "Carex sterilis Willdenow", "Willdenow", "Carex sterilis", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Stellulatae"
"Carex stipata", "Volume 23", "yes", "1", "1", "Carex stipata Muhlenberg ex Willdenow", "Muhlenberg ex Willdenow", "Carex stipata", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Vulpinae"
"Carex stipata var. stipata", "Volume 23", "yes", "1", "1", "Carex stipata Muhlenberg ex Willdenow var. stipata", "Muhlenberg ex Willdenow", "Carex stipata var. stipata", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Vulpinae;Carex stipata"
"Carex stricta", "Volume 23", "yes", "1", "1", "Carex stricta Lamarck", "Lamarck", "Carex stricta", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Phacocystis"
"Carex suberecta", "Volume 23", "yes", "1", "1", "Carex suberecta (Olney) Britton", "(Olney) Britton", "Carex suberecta", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ovales"
"Carex subspathacea", "Volume 23", "yes", "1", "1", "Carex subspathacea Wormskjold", "Wormskjold", "Carex subspathacea", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Phacocystis"
"Carex supina", "Volume 23", "yes", "1", "1", "Carex supina Willdenow ex Wahlenberg", "Willdenow ex Wahlenberg", "Carex supina", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Lamprochlaenae"
"Carex supina subsp. spaniocarpa", "Volume 23", "yes", "1", "1", "Carex supina subsp. spaniocarpa (Steudel) Hultén", "(Steudel) Hultén", "Carex supina subsp. spaniocarpa", "subspecies", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Lamprochlaenae;Carex supina"
"Carex swanii", "Volume 23", "yes", "1", "1", "Carex swanii (Fernald) Mackenzie", "(Fernald) Mackenzie", "Carex swanii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Porocystis"
"Carex sychnocephala", "Volume 23", "yes", "1", "1", "Carex sychnocephala J. Carey", "J. Carey", "Carex sychnocephala", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Cyperoideae"
"Carex sylvatica", "Volume 23", "yes", "1", "1", "Carex sylvatica Hudson", "Hudson", "Carex sylvatica", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Hymenochlaenae"
"Carex tenera", "Volume 23", "yes", "1", "1", "Carex tenera Dewey", "Dewey", "Carex tenera", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ovales"
"Carex tenera var. echinodes", "Volume 23", "yes", "1", "1", "Carex echinodes (Fernald) P.E. Rothrock, Reznicek & Hipp", "(Fernald) Wiegand", "Carex tenera var. echinodes", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "synonym", "NULL"
"Carex tenera var. tenera", "Volume 23", "yes", "1", "1", "Carex tenera Dewey", "Dewey", "Carex tenera var. tenera", "variety", "Missouri Botanical Garden. 2011+. Tropicos.org.  www.tropicos.org", "synonym", "NULL"
"Carex tenuiflora", "Volume 23", "yes", "1", "1", "Carex tenuiflora Wahlenberg", "Wahlenberg", "Carex tenuiflora", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Glareosae"
"Carex tetanica", "Volume 23", "yes", "1", "1", "Carex tetanica Schkuhr ex Willdenow", "Schkuhr ex Willdenow", "Carex tetanica", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Paniceae"
"Carex tincta", "Volume 23", "yes", "1", "1", "Carex tincta (Fernald) Fernald", "(Fernald) Fernald", "Carex tincta", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ovales"
"Carex tonsa", "Volume 23", "yes", "1", "1", "Carex tonsa (Fernald) E.P. Bicknell", "(Fernald) E.P. Bicknell", "Carex tonsa", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Acrocystis"
"Carex tonsa var. rugosperma", "Volume 23", "yes", "1", "1", "Carex tonsa var. rugosperma (Mackenzie) Crins", "(Mackenzie) Crins", "Carex tonsa var. rugosperma", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Acrocystis;Carex tonsa"
"Carex tonsa var. tonsa", "Volume 23", "yes", "1", "1", "Carex tonsa (Fernald) E.P. Bicknell var. tonsa", "(Fernald) E.P. Bicknell", "Carex tonsa var. tonsa", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Acrocystis;Carex tonsa"
"Carex tribuloides", "Volume 23", "yes", "1", "1", "Carex tribuloides Wahlenberg", "Wahlenberg", "Carex tribuloides", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ovales"
"Carex tribuloides var. tribuloides", "Volume 23", "yes", "1", "1", "Carex tribuloides Wahlenberg var. tribuloides", "Wahlenberg", "Carex tribuloides var. tribuloides", "variety", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ovales;Carex tribuloides"
"Carex trichocarpa", "Volume 23", "yes", "1", "1", "Carex trichocarpa Muhlenberg ex Willdenow", "Muhlenberg ex Willdenow", "Carex trichocarpa", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Carex"
"Carex trisperma", "Volume 23", "yes", "1", "1", "Carex trisperma Dewey", "Dewey", "Carex trisperma", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Glareosae"
"Carex tuckermanii", "Volume 23", "yes", "1", "1", "Carex tuckermanii Dewey", "Dewey", "Carex tuckermanii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Vesicariae"
"Carex typhina", "Volume 23", "yes", "1", "1", "Carex typhina Michaux", "Michaux", "Carex typhina", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Squarrosae"
"Carex umbellata", "Volume 23", "yes", "1", "1", "Carex umbellata Schkuhr ex Willdenow", "Schkuhr ex Willdenow", "Carex umbellata", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Acrocystis"
"Carex utriculata", "Volume 23", "yes", "1", "1", "Carex utriculata Boott", "Boott", "Carex utriculata", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Vesicariae"
"Carex vaginata", "Volume 23", "yes", "1", "1", "Carex vaginata Tausch", "Tausch", "Carex vaginata", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Paniceae"
"Carex vesicaria", "Volume 23", "yes", "1", "1", "Carex vesicaria Linnaeus", "Linnaeus", "Carex vesicaria", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Vesicariae"
"Carex virescens", "Volume 23", "yes", "1", "1", "Carex virescens Muhlenberg ex Willdenow", "Muhlenberg ex Willdenow", "Carex virescens", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Porocystis"
"Carex viridula", "Volume 23", "yes", "1", "1", "Carex viridula Michaux", "Michaux", "Carex viridula", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Ceratocystis"
"Carex viridula var. viridula", "Volume 23", "no", "0", "1", NA, "NULL", "NULL", "NULL", "NULL", "NULL", "NULL"
"Carex vulpinoidea", "Volume 23", "yes", "1", "1", "Carex vulpinoidea Michaux", "Michaux", "Carex vulpinoidea", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Multiflorae"
"Carex wiegandii", "Volume 23", "yes", "1", "1", "Carex wiegandii Mackenzie", "Mackenzie", "Carex wiegandii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Stellulatae"
"Carex willdenowii", "Volume 23", "yes", "1", "1", "Carex willdenowii Schkuhr ex Willdenow", "Schkuhr ex Willdenow", "Carex willdenowii", "species", "FNA Editorial Committee. 2002. Flora of North America north of Mexico. Volume 23: Cyperaceae. Oxford University Press, New York.", "accepted", "Equisetopsida;Magnoliidae;Lilianae;Poales;Cyperaceae;Caricoideae;Carex;Carex sect. Phyllostachyae"
